G,Years,Days,Age,Team,Home,Win,Diff,Game Started,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,Total RB,AST,STL,BLK,TOV,PF,PTS,GmSc
50,30,0,30,CHI,1,1,18,1,34,10,25,2,6,5,7,4,4,8,6,3,0,3,2,27,20.1
51,30,6,30.0164271,CHI,1,1,4,1,41,15,26,0,1,4,6,1,2,3,4,3,1,2,3,34,25.6
52,30,8,30.02190281,CHI,0,1,2,1,41,13,29,1,3,9,10,0,4,4,4,4,0,2,3,36,25.3
53,30,10,30.02737851,CHI,1,1,20,1,36,13,27,3,4,5,5,2,7,9,8,2,0,2,1,34,29
54,30,13,30.03559206,CHI,0,1,7,1,40,8,17,1,3,7,9,3,6,9,8,1,0,6,4,24,17.4
55,30,20,30.05475702,CHI,1,1,3,1,41,15,28,0,3,8,9,2,2,4,9,6,1,2,3,38,35.8
56,30,22,30.06023272,CHI,0,0,-2,1,38,11,25,1,2,6,6,0,5,5,8,0,0,1,5,29,20
57,30,23,30.06297057,CHI,1,1,15,1,43,21,35,2,4,8,9,3,6,9,5,2,1,0,3,52,44.4
58,30,25,30.06844627,CHI,0,0,-2,1,43,11,25,1,3,5,6,0,5,5,6,1,0,0,1,28,20.8
59,30,26,30.07118412,CHI,1,1,7,1,38,10,22,0,1,3,4,3,6,9,4,4,0,7,3,23,13.7
60,30,30,30.08213552,CHI,1,1,5,1,39,9,27,0,0,7,7,1,2,3,5,2,1,0,4,25,15.6
61,30,31,30.08487337,CHI,0,1,25,1,31,16,27,2,2,13,15,0,8,8,4,2,0,1,2,47,39.1
62,30,34,30.09308693,CHI,1,1,7,1,42,12,21,4,6,6,6,1,4,5,7,5,1,3,1,34,33.2
63,30,35,30.09582478,CHI,0,1,13,1,39,20,29,2,4,1,2,0,2,2,4,3,0,5,2,43,30.9
64,30,37,30.10130048,CHI,1,1,21,1,33,5,14,0,0,8,8,0,7,7,6,2,0,1,1,18,17.1
65,30,41,30.11225188,CHI,1,0,-4,1,40,19,31,0,6,6,7,0,3,3,5,4,0,3,1,44,34.5
66,30,44,30.12046543,CHI,1,1,13,1,38,16,24,0,0,8,9,1,6,7,7,9,1,5,3,40,40.1
67,30,46,30.12594114,CHI,0,1,12,1,40,14,23,1,1,3,6,1,4,5,2,2,0,4,2,32,20.8
68,30,48,30.13141684,CHI,0,0,-4,1,44,13,30,1,6,3,4,1,4,5,6,4,0,5,4,30,17.3
69,30,51,30.13963039,CHI,0,1,1,1,44,12,23,1,3,5,5,1,11,12,4,4,2,7,2,30,23.1
70,30,52,30.14236824,CHI,0,1,5,1,42,11,25,0,1,3,4,2,4,6,5,5,0,3,3,25,18.4
71,30,54,30.14784394,CHI,0,1,3,1,41,9,21,0,4,5,5,0,6,6,4,2,0,3,3,23,14.3
72,30,56,30.15331964,CHI,1,1,27,1,31,12,19,3,4,7,7,1,3,4,4,2,0,1,3,34,29.7
73,30,58,30.15879535,CHI,1,1,14,1,35,15,25,0,3,17,21,1,6,7,5,5,0,1,1,47,43.5
74,30,60,30.16427105,CHI,0,0,-9,1,45,13,26,0,3,6,7,1,0,1,9,0,1,3,3,32,22.1
75,30,62,30.16974675,CHI,1,1,29,1,27,12,22,3,6,1,1,1,2,3,4,8,0,1,1,28,28.1
76,30,64,30.17522245,CHI,1,1,6,1,46,15,27,0,1,6,11,1,6,7,4,4,0,2,4,36,26.8
77,30,65,30.1779603,CHI,0,0,-1,1,38,15,27,1,2,7,8,1,3,4,3,0,0,2,3,38,25.2
78,30,67,30.183436,CHI,0,0,-5,1,37,10,28,0,2,1,3,5,1,6,7,1,1,4,1,21,10.6
1,32,30,32.08213552,CHI,0,0,-7,1,43,7,28,0,4,5,6,2,4,6,6,3,0,3,3,19,7.4
2,32,33,32.09034908,CHI,0,1,17,1,26,9,17,1,3,8,8,0,3,3,3,2,1,0,4,27,22.8
3,32,35,32.09582478,CHI,1,0,-7,1,44,7,23,0,2,7,11,0,4,4,8,5,2,2,2,21,16.5
4,32,36,32.09856263,CHI,0,1,1,1,43,14,26,0,1,4,4,0,4,4,2,1,0,0,2,32,22.2
5,32,39,32.10677618,CHI,0,1,2,1,39,21,37,3,4,10,11,0,4,4,2,1,0,2,3,55,37.5
6,32,41,32.11225188,CHI,1,1,18,1,39,8,17,2,2,5,7,0,11,11,6,0,0,4,2,23,16.2
7,32,43,32.11772758,CHI,1,1,7,1,35,5,19,0,1,2,4,1,4,5,6,1,1,3,2,12,3.9
8,32,47,32.12867899,CHI,0,1,7,1,43,13,31,1,1,10,14,3,8,11,2,3,1,2,3,37,25.3
9,32,49,32.13415469,CHI,1,1,9,1,42,9,27,1,2,9,10,0,8,8,9,2,1,4,5,28,17.7
10,32,51,32.13963039,CHI,0,0,-1,1,46,9,26,2,3,1,2,4,5,9,5,1,1,3,2,21,11.7
11,32,53,32.14510609,CHI,1,1,7,1,42,8,27,1,1,8,10,2,9,11,6,1,2,1,4,25,16.6
12,32,54,32.14784394,CHI,0,1,11,1,44,12,23,1,2,4,4,1,8,9,9,0,0,4,4,29,21.5
13,32,58,32.15879535,CHI,1,1,21,1,37,8,19,0,0,12,14,4,2,6,4,3,1,1,2,28,25.2
14,32,59,32.1615332,CHI,0,1,5,1,40,9,21,0,0,13,16,0,5,5,4,3,0,1,2,31,24.2
15,32,62,32.16974675,CHI,1,1,15,1,27,8,18,0,0,1,1,4,4,8,7,1,2,0,2,17,18.1
16,32,64,32.17522245,CHI,1,1,16,1,33,8,16,0,2,3,4,0,2,2,4,0,0,1,1,19,12.6
17,32,65,32.1779603,CHI,0,0,-4,1,45,11,29,4,4,7,10,4,7,11,7,3,1,4,4,33,23.8
1,32,259,32.70910335,CHI,1,1,14,1,39,16,29,3,7,7,9,1,5,6,7,0,0,1,4,42,31.8
2,32,260,32.7118412,CHI,1,1,22,1,21,5,12,0,1,5,7,0,0,0,3,3,1,0,4,15,12
3,32,263,32.72005476,CHI,1,1,9,1,40,13,19,3,4,9,9,1,3,4,5,4,0,1,2,38,37.2
4,32,265,32.72553046,CHI,0,1,18,1,37,12,24,4,8,1,2,0,5,5,3,0,0,3,3,29,16
5,32,267,32.73100616,CHI,1,1,4,1,40,11,23,0,2,14,15,2,1,3,7,1,1,3,3,36,28
6,32,270,32.73921971,CHI,0,0,-6,1,40,8,20,3,7,4,5,2,5,7,6,2,0,2,4,23,17.3
7,32,271,32.74195756,CHI,1,1,19,1,29,7,10,1,2,5,7,1,6,7,2,1,0,1,2,20,18.1
8,32,273,32.74743326,CHI,1,1,15,1,35,7,16,0,1,4,4,1,2,3,3,4,0,5,3,18,10.8
9,32,277,32.75838467,CHI,0,1,6,1,45,12,25,0,2,12,13,0,8,8,5,2,2,0,3,36,31
10,32,278,32.76112252,CHI,0,1,9,1,43,15,27,1,1,7,8,2,7,9,2,4,0,5,5,38,26.6
11,32,280,32.76659822,CHI,0,1,5,1,40,9,21,2,5,14,17,0,8,8,6,1,0,4,3,34,24.1
12,32,282,32.77207392,CHI,0,0,-5,1,40,6,19,0,4,10,11,2,3,5,4,2,0,4,1,22,13.4
13,32,283,32.77481177,CHI,0,1,3,1,41,13,22,0,3,7,8,1,2,3,8,4,0,4,3,33,28.1
14,32,286,32.78302533,CHI,0,1,6,1,39,14,26,0,2,1,2,1,2,3,4,3,0,2,1,29,20.7
15,32,288,32.78850103,CHI,0,1,6,1,43,13,22,0,2,11,14,5,6,11,5,4,1,2,3,37,35.9
16,32,292,32.79945243,CHI,1,1,7,1,45,8,27,0,0,6,6,0,3,3,8,0,0,0,3,22,11.6
17,32,294,32.80492813,CHI,1,1,19,1,36,11,23,0,1,6,6,1,4,5,6,3,1,1,4,28,23.5
18,32,295,32.80766598,CHI,0,1,12,1,42,16,28,0,0,13,16,3,2,5,4,2,0,2,3,45,34.9
19,32,299,32.81861739,CHI,1,1,9,1,43,15,30,4,7,2,6,3,3,6,2,2,1,4,3,36,21.3
20,32,300,32.82135524,CHI,0,1,19,1,31,8,16,1,4,5,5,1,2,3,1,0,0,3,3,22,11.8
21,32,302,32.82683094,CHI,1,1,20,1,38,5,20,0,1,10,10,2,5,7,6,5,1,3,2,20,17
22,32,304,32.83230664,CHI,0,1,9,1,40,16,27,0,1,5,8,0,6,6,3,5,0,2,2,37,29.4
23,32,305,32.83504449,CHI,1,1,13,1,36,12,23,0,1,8,8,1,3,4,4,1,0,0,1,32,25.7
24,32,308,32.84325804,CHI,1,1,9,1,40,9,19,2,3,7,7,3,7,10,5,3,0,2,1,27,25.6
25,32,309,32.84599589,CHI,1,1,14,1,37,12,22,1,2,5,5,1,6,7,8,3,1,2,2,30,28.4
26,32,312,32.85420945,CHI,0,0,-6,1,43,11,28,1,2,7,9,2,8,10,4,1,2,2,3,30,19.8
27,32,315,32.862423,CHI,1,1,27,1,36,8,20,0,2,13,18,3,4,7,3,3,0,4,4,29,19
28,32,316,32.86516085,CHI,1,1,2,1,42,14,27,1,2,4,6,2,5,7,6,4,1,5,3,33,24.5
29,32,320,32.87611225,CHI,1,1,14,1,40,17,29,1,1,3,4,3,5,8,5,3,0,1,3,38,32
30,32,321,32.8788501,CHI,0,1,24,1,34,11,20,0,1,5,7,1,4,5,5,1,0,1,1,27,21.6
31,32,323,32.8843258,CHI,1,1,29,1,37,10,20,2,4,10,12,1,1,2,3,3,1,0,2,32,27.2
32,32,327,32.89527721,CHI,1,1,26,1,36,14,25,1,2,6,7,1,13,14,5,0,1,4,2,35,26.7
33,32,330,32.90349076,CHI,0,1,27,1,34,18,28,5,7,7,7,3,7,10,2,1,1,2,1,48,40.5
34,32,332,32.90896646,CHI,0,1,7,1,39,16,31,3,7,11,11,0,4,4,2,1,0,5,5,46,27.3
35,32,333,32.91170431,CHI,1,1,12,1,32,13,22,2,6,4,6,3,4,7,2,3,0,1,1,32,27.3
36,32,335,32.91718001,CHI,0,1,3,1,43,14,28,4,8,6,8,4,5,9,2,1,0,1,0,38,28.9
37,32,338,32.92539357,CHI,0,1,15,1,43,12,23,3,5,9,11,3,5,8,4,2,1,3,1,36,29.6
38,32,340,32.93086927,CHI,0,1,20,1,36,13,23,3,4,4,5,1,5,6,4,3,0,2,1,33,27.3
39,32,341,32.93360712,CHI,1,1,20,1,26,4,10,0,1,4,6,1,2,3,6,0,0,1,4,12,8.7
40,32,343,32.93908282,CHI,1,1,22,1,35,10,21,1,3,4,5,4,5,9,4,3,2,8,4,25,15.8
41,32,345,32.94455852,CHI,1,1,11,1,42,13,25,0,2,5,7,3,3,6,6,3,1,2,5,31,24.8
42,32,347,32.95003422,CHI,0,1,11,1,43,7,26,1,6,7,8,3,5,8,1,4,0,2,3,22,11.3
43,32,349,32.95550992,CHI,0,1,20,1,38,7,16,0,1,13,14,0,2,2,1,2,1,4,4,27,16.6
44,32,350,32.95824778,CHI,0,1,15,1,39,8,17,0,0,1,1,3,4,7,7,1,0,3,2,17,13.7
45,32,352,32.96372348,CHI,0,0,-6,1,42,13,29,4,7,9,11,0,3,3,4,3,1,4,1,39,26.1
46,32,354,32.96919918,CHI,0,0,-10,1,40,9,22,0,2,10,17,2,0,2,6,3,0,3,5,28,17
47,32,355,32.97193703,CHI,0,1,4,1,46,15,31,0,0,10,13,6,5,11,6,3,2,2,3,40,34.2
48,32,361,32.98836413,CHI,1,1,13,1,36,11,23,2,3,8,10,2,7,9,3,0,0,4,2,32,20.3
49,32,363,32.99383984,CHI,0,1,3,1,49,10,30,0,1,12,12,2,6,8,5,3,0,1,2,32,22.9
50,32,364,32.99657769,CHI,0,1,3,1,38,13,23,4,4,5,5,1,6,7,4,0,1,2,1,35,27.7
51,33,1,33.00273785,CHI,0,1,8,1,42,16,29,3,4,9,10,4,1,5,7,3,2,3,2,44,38.3
52,33,3,33.00821355,CHI,1,1,26,1,35,6,19,0,0,2,3,3,6,9,6,0,0,0,3,14,9.6
53,33,5,33.01368925,CHI,0,1,5,1,43,15,26,2,2,2,2,1,2,3,3,0,1,2,0,34,23.9
54,33,6,33.0164271,CHI,0,0,-9,1,40,9,21,1,4,12,13,3,6,9,5,4,0,3,4,31,26.3
55,33,8,33.02190281,CHI,1,1,20,1,40,8,19,1,1,6,8,2,3,5,7,2,0,1,2,23,19.5
56,33,10,33.02737851,CHI,1,1,21,1,41,11,24,2,3,11,12,2,4,6,7,2,0,1,2,35,29.9
57,33,13,33.03559206,CHI,1,1,23,1,35,7,17,1,3,2,3,0,3,3,6,6,0,3,1,17,15.2
58,33,14,33.03832991,CHI,1,1,32,1,32,8,15,0,2,5,8,3,5,8,8,4,1,1,0,21,25.4
59,33,17,33.04654346,CHI,1,1,9,1,32,12,20,4,5,5,6,4,4,8,4,2,0,3,0,33,29.2
60,33,19,33.05201916,CHI,1,1,21,1,38,21,28,2,4,9,10,2,9,11,2,6,0,4,3,53,47.7
61,33,22,33.06023272,CHI,0,0,-32,1,43,12,26,2,4,6,7,1,7,8,3,1,1,7,3,32,16.6
62,33,25,33.06844627,CHI,1,1,17,1,36,12,25,2,6,11,12,0,6,6,5,1,0,3,2,37,26.4
63,33,27,33.07392197,CHI,1,1,21,1,36,14,22,3,5,2,3,0,6,6,3,3,2,3,2,33,27.3
64,33,28,33.07665982,CHI,0,1,4,1,43,14,29,2,5,7,7,2,14,16,5,1,3,0,4,37,32.9
65,33,30,33.08213552,CHI,0,1,4,1,47,15,32,0,5,8,10,2,9,11,4,1,0,2,5,38,24.7
66,33,31,33.08487337,CHI,1,1,22,1,35,7,16,0,3,6,6,2,7,9,3,2,0,6,3,20,12
67,33,33,33.09034908,CHI,1,1,21,1,37,14,24,1,4,7,7,0,11,11,5,1,0,1,3,36,30.4
68,33,36,33.09856263,CHI,0,0,-1,1,39,14,22,0,1,8,8,5,4,9,2,0,2,2,3,36,30.5
69,33,40,33.10951403,CHI,1,1,31,1,30,5,12,0,1,3,6,0,5,5,7,1,1,0,3,13,12.3
70,33,42,33.11498973,CHI,1,1,21,1,34,6,15,0,1,9,10,4,5,9,6,2,0,1,1,21,21.6
71,33,45,33.12320329,CHI,0,1,18,1,37,11,23,2,3,8,8,1,7,8,3,2,0,1,4,32,24.6
72,33,47,33.12867899,CHI,1,1,8,1,41,13,24,1,4,13,16,3,4,7,3,4,2,4,2,40,33.2
73,33,48,33.13141684,CHI,0,1,34,1,28,10,16,2,2,2,3,0,5,5,4,3,0,3,0,24,20.7
74,33,50,33.13689254,CHI,0,1,4,1,44,10,30,2,4,5,5,1,2,3,1,2,0,1,2,27,12.2
75,33,51,33.13963039,CHI,1,0,-1,1,42,13,27,1,3,13,19,4,7,11,5,1,0,1,2,40,31.5
76,33,54,33.14784394,CHI,0,1,13,1,26,8,18,0,1,1,4,3,4,7,3,3,0,3,0,17,11.8
77,33,55,33.15058179,CHI,1,1,30,1,29,10,16,2,4,1,1,2,1,3,0,4,1,2,2,23,19.4
78,33,57,33.15605749,CHI,0,1,26,1,35,11,18,4,7,6,6,3,9,12,3,1,0,3,0,32,28.7
79,33,59,33.1615332,CHI,0,1,6,1,42,9,27,1,4,3,4,1,8,9,4,2,1,4,1,22,10.5
80,33,61,33.1670089,CHI,1,1,31,1,24,11,18,4,5,4,4,1,4,5,1,1,0,2,1,30,23
81,33,63,33.1724846,CHI,1,0,-1,1,31,9,23,2,5,4,5,0,2,2,6,1,1,3,4,24,13
82,33,64,33.17522245,CHI,0,1,10,1,24,11,22,1,3,3,3,1,3,4,4,4,0,1,0,26,22.4
1,33,258,33.7063655,CHI,0,1,9,1,43,10,22,0,5,10,13,1,3,4,3,0,0,1,2,30,19.3
2,33,259,33.70910335,CHI,1,1,29,1,30,11,20,3,7,2,2,1,1,2,5,4,0,2,2,27,23.1
3,33,262,33.71731691,CHI,1,1,23,1,31,9,18,3,5,1,1,2,5,7,3,4,0,4,2,22,17.2
4,33,263,33.72005476,CHI,0,1,6,1,40,18,33,1,2,13,14,1,5,6,0,1,1,0,1,50,37.2
5,33,265,33.72553046,CHI,0,1,18,1,36,6,14,1,3,2,2,1,3,4,8,1,0,0,3,15,14.6
6,33,266,33.72826831,CHI,1,1,12,1,32,10,23,0,2,7,11,2,1,3,3,1,0,0,2,27,17.3
7,33,268,33.73374401,CHI,1,1,18,1,35,12,21,1,1,1,2,1,1,2,5,1,1,3,1,26,18.5
8,33,270,33.73921971,CHI,1,1,32,1,34,8,23,0,1,12,16,1,4,5,3,1,0,0,3,28,17.3
9,33,272,33.74469541,CHI,0,1,23,1,29,15,25,4,5,4,4,0,1,1,2,1,1,1,2,38,28.1
10,33,273,33.74743326,CHI,1,1,28,1,35,11,23,0,1,3,4,0,5,5,3,1,0,2,2,25,14.7
11,33,277,33.75838467,CHI,0,1,14,1,35,16,29,0,0,5,6,1,3,4,4,1,1,2,3,37,25.6
12,33,278,33.76112252,CHI,0,1,18,1,34,12,23,0,2,7,7,4,3,7,3,2,1,2,2,31,25.4
13,33,280,33.76659822,CHI,0,0,-5,1,39,17,32,0,6,10,12,1,5,6,4,2,1,2,3,44,32.1
14,33,282,33.77207392,CHI,0,1,4,1,43,14,26,1,3,11,12,1,6,7,2,2,4,2,3,40,32.5
15,33,286,33.78302533,CHI,0,1,19,1,40,13,23,4,5,6,6,0,7,7,4,2,0,2,1,36,29.6
16,33,287,33.78576318,CHI,0,1,9,1,38,14,35,2,5,5,5,0,9,9,3,0,0,1,0,35,19.9
17,33,290,33.79397673,CHI,0,1,3,1,41,13,27,0,0,14,17,2,4,6,6,0,0,3,1,40,28.5
18,33,292,33.79945243,CHI,1,1,18,1,31,9,21,0,3,2,3,1,3,4,6,2,0,1,3,20,14.1
19,33,294,33.80492813,CHI,1,0,-3,1,42,16,30,0,3,5,6,1,8,9,3,0,0,0,1,37,26.8
20,33,295,33.80766598,CHI,0,0,-8,1,41,5,17,1,4,2,2,0,9,9,8,2,2,3,1,13,11.4
21,33,298,33.81587953,CHI,1,1,17,1,36,10,16,1,1,6,6,0,7,7,3,3,0,1,0,27,26
22,33,300,33.82135524,CHI,0,1,21,1,34,9,19,3,5,11,12,0,6,6,6,4,0,1,2,32,30.1
23,33,301,33.82409309,CHI,1,1,5,1,41,10,26,0,3,9,12,2,7,9,5,5,0,1,0,29,24.6
24,33,304,33.83230664,CHI,1,1,6,1,47,10,32,0,2,10,14,5,4,9,3,1,1,2,2,30,15.7
25,33,306,33.83778234,CHI,0,1,21,1,36,13,27,3,8,6,7,5,3,8,1,1,1,2,0,35,25.7
26,33,308,33.84325804,CHI,0,1,6,1,44,12,29,1,3,6,8,0,1,1,3,1,1,1,4,31,16.2
27,33,310,33.84873374,CHI,1,1,32,1,33,10,18,0,1,4,4,2,1,3,4,0,0,3,1,24,16.5
28,33,312,33.85420945,CHI,1,1,12,1,46,9,21,0,4,5,7,6,4,10,2,1,0,4,3,23,13.7
29,33,313,33.8569473,CHI,0,0,-5,1,40,10,25,2,5,12,13,0,3,3,1,2,1,0,2,34,23.6
30,33,315,33.862423,CHI,1,1,5,1,42,13,25,0,1,19,20,2,5,7,5,3,0,4,4,45,36.1
31,33,317,33.8678987,CHI,1,1,2,1,40,12,29,1,5,3,4,3,4,7,4,1,0,3,1,28,15.8
32,33,321,33.8788501,CHI,1,1,21,1,35,10,18,0,2,2,2,1,3,4,6,2,1,2,2,22,19.1
33,33,324,33.88706366,CHI,1,1,13,1,40,8,20,2,3,5,6,3,5,8,3,3,1,1,1,23,19.8
34,33,328,33.89801506,CHI,0,1,15,1,38,11,23,3,4,8,13,1,4,5,3,0,0,0,2,33,22.5
35,33,329,33.90075291,CHI,1,1,24,1,39,12,25,4,6,4,4,0,6,6,7,2,0,3,1,32,24.6
36,33,332,33.90896646,CHI,1,1,1,1,40,14,27,0,4,11,11,0,2,2,2,2,0,0,3,39,28.5
37,33,333,33.91170431,CHI,0,1,10,1,35,12,22,1,5,0,0,1,2,3,4,1,1,3,2,25,16.4
38,33,335,33.91718001,CHI,1,1,27,1,36,10,15,1,2,3,4,1,6,7,11,2,0,1,2,24,27.5
39,33,337,33.92265572,CHI,0,0,-16,1,43,8,25,1,6,9,9,3,11,14,5,1,1,1,0,26,21.3
40,33,339,33.92813142,CHI,1,1,1,1,43,18,30,5,8,10,11,1,3,4,4,2,0,2,1,51,40.8
41,33,341,33.93360712,CHI,0,1,16,1,39,10,24,1,5,11,12,1,8,9,0,1,0,4,2,32,18.1
42,33,343,33.93908282,CHI,1,1,12,1,31,10,16,3,4,1,2,1,2,3,4,2,0,0,1,24,22.1
43,33,346,33.94729637,CHI,0,1,15,1,32,12,19,1,3,3,4,1,3,4,3,4,0,2,1,28,24.4
44,33,348,33.95277207,CHI,0,1,18,1,40,11,19,1,5,9,10,0,6,6,2,3,0,2,3,32,25.7
45,33,349,33.95550992,CHI,0,1,23,1,32,8,17,1,6,1,1,0,4,4,8,3,0,2,2,18,16.3
46,33,351,33.96098563,CHI,0,1,7,1,45,19,28,2,3,5,6,3,4,7,3,1,0,1,2,45,37.2
47,33,353,33.96646133,CHI,0,1,4,1,41,15,30,1,4,5,5,1,4,5,2,1,2,0,3,36,25.5
48,33,354,33.96919918,CHI,0,0,-16,1,40,10,24,2,5,5,6,1,3,4,4,1,1,2,1,27,17.5
49,33,360,33.98562628,CHI,1,1,3,1,42,16,24,1,2,10,14,0,5,5,4,3,0,5,2,43,32.5
50,33,363,33.99383984,CHI,0,1,1,1,45,13,28,1,2,3,5,3,5,8,4,2,0,4,0,30,19.2
51,33,365,33.99931554,CHI,1,1,21,1,38,8,20,3,4,0,0,1,7,8,10,4,0,2,3,19,18.8
52,34,1,34.00273785,CHI,1,1,11,1,32,10,18,1,3,3,4,2,3,5,12,3,0,0,3,24,27.5
53,34,4,34.0109514,CHI,0,1,4,1,45,13,28,3,4,7,12,1,3,4,4,1,0,2,2,36,22.2
54,34,5,34.01368925,CHI,1,1,33,1,31,13,19,5,8,3,4,1,4,5,1,3,0,2,1,34,28.7
55,34,7,34.01916496,CHI,1,1,27,1,30,13,27,3,7,8,9,1,3,4,3,0,0,1,1,37,25.2
56,34,10,34.02737851,CHI,0,0,-3,1,43,7,25,0,3,9,9,1,7,8,4,0,0,2,2,23,11.1
57,34,11,34.03011636,CHI,1,1,18,1,35,13,20,5,7,4,5,1,8,9,6,1,1,2,2,35,32
58,34,14,34.03832991,CHI,1,1,18,1,36,11,19,3,7,6,6,0,3,3,6,2,0,2,2,31,26.4
59,34,16,34.04380561,CHI,1,1,42,1,23,7,17,1,4,1,2,1,1,2,4,2,0,0,1,16,11.9
60,34,18,34.04928131,CHI,1,1,8,1,44,11,21,1,3,15,17,1,3,4,5,2,1,4,3,38,29.5
61,34,20,34.05475702,CHI,0,0,-4,1,46,14,31,0,3,8,9,2,4,6,4,1,0,1,2,36,24.1
62,34,22,34.06023272,CHI,0,1,11,1,43,13,23,1,3,5,6,0,4,4,9,3,0,2,2,32,28.4
63,34,23,34.06297057,CHI,0,1,4,1,37,9,24,1,4,4,5,0,5,5,3,2,1,4,2,23,10.9
64,34,25,34.06844627,CHI,0,0,-1,1,39,16,34,1,3,3,5,2,6,8,5,0,1,1,1,36,23.8
65,34,26,34.07118412,CHI,1,1,20,1,29,5,11,0,1,0,0,1,3,4,3,1,2,3,1,10,7
66,34,29,34.07939767,CHI,1,1,2,1,50,10,28,0,4,12,13,8,10,18,2,0,0,8,3,32,16.8
67,34,32,34.08761123,CHI,0,1,19,1,40,11,25,1,3,13,14,4,2,6,4,2,1,2,0,36,29.4
68,34,33,34.09034908,CHI,1,1,15,1,35,8,20,3,6,4,4,2,3,5,7,2,1,0,3,23,20.9
69,34,36,34.09856263,CHI,1,1,2,1,36,9,20,0,1,2,2,0,1,1,3,3,0,2,3,20,11.8
70,34,38,34.10403833,CHI,0,1,13,1,41,5,17,0,0,2,3,3,7,10,4,0,2,6,2,12,3.3
71,34,40,34.10951403,CHI,1,1,10,1,39,9,21,1,2,2,3,2,4,6,10,0,2,0,3,21,19.3
72,34,43,34.11772758,CHI,1,1,5,1,27,8,11,0,0,5,9,0,8,8,2,2,0,2,1,21,18.3
73,34,45,34.12320329,CHI,0,0,-8,1,39,14,30,1,4,5,6,0,1,1,6,2,1,2,2,34,22.6
74,34,46,34.12594114,CHI,1,1,13,1,38,9,16,0,1,4,5,1,4,5,3,1,2,0,2,22,19.6
75,34,48,34.13141684,CHI,0,1,16,1,40,13,22,3,6,8,9,2,6,8,5,3,1,4,3,37,31.6
76,34,49,34.13415469,CHI,1,1,26,1,30,13,25,3,4,1,2,3,5,8,2,3,2,2,1,30,24.3
77,34,51,34.13963039,CHI,0,1,6,1,41,8,19,0,3,7,8,0,3,3,2,5,0,6,2,23,13
78,34,52,34.14236824,CHI,0,1,2,1,44,12,26,1,3,9,10,1,7,8,6,1,1,3,3,34,24.7
79,34,55,34.15058179,CHI,0,0,-17,1,38,7,16,0,3,4,4,1,8,9,7,0,0,4,1,18,13.2
80,34,56,34.15331964,CHI,1,1,17,1,35,12,24,4,7,2,2,2,9,11,10,3,1,2,2,30,30
81,34,58,34.15879535,CHI,0,0,-10,1,39,11,27,2,5,2,4,1,7,8,3,0,1,3,5,26,11.3
82,34,61,34.1670089,CHI,1,0,-2,1,39,14,22,1,1,4,8,0,3,3,3,2,0,4,4,33,21
1,34,256,34.7008898,CHI,0,0,-7,1,42,7,23,0,0,16,21,1,5,6,4,2,1,3,2,30,18.6
2,34,257,34.70362765,CHI,1,1,20,1,24,7,14,0,0,2,2,1,6,7,2,2,0,3,3,16,10.7
3,34,259,34.70910335,CHI,1,1,4,1,48,12,39,1,4,4,6,4,9,13,4,5,2,3,0,29,17.4
4,34,261,34.71457906,CHI,1,1,13,1,41,11,25,0,3,7,9,4,13,17,4,0,0,0,2,29,23.8
5,34,263,34.72005476,CHI,0,0,-2,1,40,11,25,0,1,5,7,1,8,9,6,1,0,2,1,27,19
6,34,264,34.72279261,CHI,1,1,13,1,33,5,13,0,1,5,8,1,4,5,2,2,0,2,3,15,8.8
